Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,RoundNumber,EventName,Session,Date
0 days 00:00:44.852000,19.7,38.0,1016.2,False,35.8,84,3.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:01:44.867000,19.8,38.0,1016.0,False,35.8,73,3.4,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:02:44.873000,19.7,38.0,1016.2,False,35.9,72,4.1,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:03:44.889000,19.7,38.0,1016.2,False,35.9,83,3.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:04:44.894000,19.7,38.0,1016.1,False,35.9,89,4.0,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:05:44.894000,19.6,38.0,1016.1,False,36.0,64,3.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:06:44.888000,19.6,38.0,1016.2,False,35.8,78,2.9,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:07:44.905000,19.5,38.0,1016.1,False,35.7,70,3.9,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:08:44.927000,19.5,38.0,1016.1,False,35.7,83,3.3,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:09:44.935000,19.5,39.0,1016.2,False,35.7,86,3.8,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:10:44.938000,19.5,39.0,1016.1,False,35.7,109,3.6,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:11:44.943000,19.5,39.0,1016.1,False,35.9,72,3.2,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:12:44.943000,19.5,38.0,1016.2,False,35.9,58,3.2,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:13:44.959000,19.6,37.0,1016.1,False,35.9,70,2.8,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:14:44.958000,19.6,36.0,1016.2,False,35.7,51,3.4,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:15:44.959000,19.6,36.0,1016.1,False,35.6,80,3.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:16:44.983000,19.5,37.0,1016.2,False,35.6,75,3.0,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:17:44.978000,19.5,38.0,1016.1,False,35.6,93,3.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:18:44.979000,19.5,38.0,1016.2,False,35.6,64,2.8,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:19:44.980000,19.5,38.0,1016.2,False,35.4,65,2.6,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:20:44.973000,19.5,37.0,1016.2,False,35.4,62,3.1,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:21:44.982000,19.4,38.0,1016.2,False,35.2,50,4.0,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:22:44.966000,19.3,38.0,1016.1,False,35.2,45,3.1,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:23:44.975000,19.6,38.0,1016.1,False,34.9,51,2.9,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:24:44.983000,19.7,38.0,1016.0,False,34.9,66,3.6,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:25:44.995000,19.8,38.0,1016.0,False,34.8,101,3.5,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:26:45,19.8,38.0,1016.0,False,34.9,54,2.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:27:44.992000,19.8,38.0,1016.1,False,34.9,35,3.0,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:28:45.001000,19.8,38.0,1016.1,False,34.9,93,2.1,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:29:45.002000,19.7,39.0,1016.2,False,34.9,95,2.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:30:45.004000,19.7,39.0,1016.1,False,35.1,81,3.6,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:31:45.020000,19.6,38.0,1016.0,False,35.1,66,2.5,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:32:45.017000,19.5,38.0,1016.2,False,34.6,86,3.0,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:33:45.060000,19.5,39.0,1016.0,False,34.5,96,3.2,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:34:45.032000,19.5,40.0,1016.0,False,34.8,78,2.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:35:45.038000,19.5,39.0,1016.2,False,34.8,46,3.2,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:36:45.021000,19.5,39.0,1016.2,False,34.7,49,3.3,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:37:45.040000,19.4,39.0,1016.0,False,34.3,57,3.4,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:38:45.027000,19.4,40.0,1016.1,False,34.4,58,3.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:39:45.039000,19.4,40.0,1016.0,False,34.4,51,3.8,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:40:45.034000,19.3,40.0,1016.0,False,34.3,58,3.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:41:45.034000,19.2,41.0,1016.0,False,34.3,53,3.8,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:42:45.033000,19.2,40.0,1016.1,False,34.1,47,3.8,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:43:45.034000,19.2,39.0,1016.0,False,34.2,64,3.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:44:45.041000,19.2,39.0,1016.1,False,34.1,65,4.1,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:45:45.060000,19.1,39.0,1015.9,False,33.6,39,3.6,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:46:45.053000,19.1,40.0,1016.1,False,33.6,63,3.3,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:47:45.063000,19.2,40.0,1015.9,False,33.6,60,3.9,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:48:45.065000,19.2,40.0,1016.0,False,33.4,57,4.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:49:45.087000,19.3,39.0,1016.1,False,33.5,47,3.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:50:45.095000,19.2,39.0,1016.0,False,33.5,53,3.8,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:51:45.085000,19.2,39.0,1016.1,False,33.4,62,3.9,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:52:45.113000,19.2,40.0,1016.2,False,33.3,64,3.4,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:53:45.126000,19.3,40.0,1016.1,False,33.5,62,2.3,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:54:45.123000,19.4,40.0,1016.0,False,33.6,72,3.3,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:55:45.123000,19.4,39.0,1016.0,False,33.8,65,3.3,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:56:45.121000,19.4,38.0,1016.0,False,33.8,54,2.9,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:57:45.129000,19.2,39.0,1015.9,False,33.3,58,4.1,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:58:45.128000,19.2,40.0,1016.0,False,33.3,78,3.3,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:59:45.124000,19.3,39.0,1016.1,False,33.1,55,3.6,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:00:45.125000,19.3,39.0,1016.2,False,33.4,64,3.4,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:01:45.125000,19.2,39.0,1016.1,False,33.3,66,3.3,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:02:45.133000,19.0,38.0,1016.1,False,33.3,58,3.1,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:03:45.123000,19.1,39.0,1016.1,False,33.2,47,2.8,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:04:45.130000,19.2,39.0,1016.1,False,33.2,59,3.0,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:05:45.130000,19.1,39.0,1016.1,False,32.9,66,3.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:06:45.134000,19.0,40.0,1016.1,False,32.8,69,3.8,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:07:45.125000,19.1,40.0,1016.0,False,32.9,61,3.9,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:08:45.130000,19.1,39.0,1016.2,False,32.8,88,4.1,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:09:45.139000,19.1,39.0,1016.1,False,32.8,73,3.6,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:10:45.142000,19.1,40.0,1016.1,False,32.8,87,3.1,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:11:45.159000,19.1,40.0,1016.1,False,32.8,61,3.1,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:12:45.165000,19.2,40.0,1016.1,False,32.7,44,3.0,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:13:45.187000,19.1,40.0,1016.1,False,32.5,49,3.3,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:14:45.186000,19.3,38.0,1016.1,False,32.6,84,2.8,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:15:45.188000,19.2,38.0,1016.1,False,32.6,68,3.7,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:16:45.189000,19.2,37.0,1016.2,False,32.6,80,3.4,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:17:45.192000,19.2,37.0,1016.3,False,32.7,60,2.4,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:18:45.204000,19.2,39.0,1016.1,False,32.5,66,4.2,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:19:45.207000,19.0,40.0,1016.2,False,32.0,56,3.4,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:20:45.207000,19.0,40.0,1016.2,False,31.9,70,3.8,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 01:21:45.208000,19.0,39.0,1016.3,False,32.3,58,2.3,1,Bahrain Grand Prix,FP1,2024-03-02
0 days 00:00:44.627000,17.1,46.0,1017.0,False,23.4,95,2.5,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:01:44.644000,17.1,46.0,1017.0,False,23.3,78,2.4,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:02:44.652000,17.2,46.0,1017.1,False,23.2,104,1.8,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:03:44.680000,17.2,46.0,1017.0,False,23.2,83,3.3,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:04:44.697000,17.1,45.0,1017.0,False,23.2,134,2.6,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:05:44.682000,17.1,45.0,1017.1,False,23.1,77,2.3,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:06:44.713000,17.1,45.0,1017.1,False,23.1,54,3.2,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:07:44.700000,17.1,45.0,1017.0,False,23.0,67,2.0,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:08:44.702000,17.1,45.0,1017.2,False,23.1,81,2.1,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:09:44.713000,17.1,43.0,1017.1,False,23.0,100,2.2,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:10:44.708000,17.1,43.0,1017.0,False,23.0,84,3.0,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:11:44.718000,17.1,42.0,1017.1,False,22.9,95,2.6,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:12:44.717000,17.1,41.0,1017.0,False,22.9,67,3.5,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:13:44.704000,17.2,41.0,1017.0,False,22.8,84,2.5,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:14:44.713000,17.2,41.0,1017.1,False,22.8,75,2.3,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:15:44.705000,17.2,40.0,1017.1,False,22.7,62,2.7,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:16:44.731000,17.2,40.0,1017.1,False,22.6,63,2.0,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:17:44.774000,17.2,40.0,1017.1,False,22.7,47,2.9,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:18:44.749000,17.2,40.0,1017.2,False,22.7,82,2.6,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:19:44.742000,17.2,40.0,1017.2,False,22.7,62,1.9,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:20:44.758000,17.2,41.0,1017.2,False,22.7,82,2.0,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:21:44.751000,17.2,41.0,1017.3,False,22.7,62,1.9,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:22:44.757000,17.3,41.0,1017.1,False,22.6,92,2.1,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:23:44.739000,17.3,41.0,1017.3,False,22.6,67,2.0,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:24:44.750000,17.2,41.0,1017.3,False,22.6,99,1.4,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:25:44.752000,17.2,41.0,1017.2,False,22.6,47,2.3,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:26:44.756000,17.2,41.0,1017.2,False,22.5,63,2.3,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:27:44.749000,17.2,41.0,1017.0,False,22.4,134,1.8,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:28:44.753000,17.2,42.0,1017.2,False,22.4,105,2.4,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:29:44.759000,17.2,42.0,1017.2,False,22.4,91,1.9,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:30:44.754000,17.2,42.0,1017.2,False,22.4,54,1.4,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:31:44.760000,17.3,41.0,1017.3,False,22.5,59,1.5,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:32:44.762000,17.2,41.0,1017.2,False,22.3,134,1.9,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:33:44.750000,17.2,41.0,1017.2,False,22.3,111,1.5,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:34:44.761000,17.2,40.0,1017.1,False,22.3,86,2.5,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:35:44.748000,17.2,39.0,1017.1,False,22.2,70,2.4,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:36:44.761000,17.3,39.0,1017.1,False,22.2,89,2.6,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:37:44.760000,17.2,39.0,1017.2,False,22.1,85,2.1,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:38:44.763000,17.2,39.0,1017.1,False,22.1,99,3.2,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:39:44.764000,17.2,38.0,1017.2,False,22.1,102,2.6,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:40:44.753000,17.2,38.0,1017.3,False,22.0,95,2.6,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:41:44.764000,17.3,38.0,1017.2,False,22.0,71,2.6,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:42:44.752000,17.3,38.0,1017.3,False,22.0,65,2.6,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:43:44.758000,17.3,38.0,1017.3,False,22.0,61,2.5,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:44:44.755000,17.3,37.0,1017.3,False,22.0,65,2.5,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:45:44.779000,17.2,37.0,1017.3,False,21.8,73,2.6,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:46:44.766000,17.2,36.0,1017.3,False,21.9,68,2.2,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:47:44.799000,17.3,36.0,1017.2,False,22.0,81,1.6,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:48:44.838000,17.3,36.0,1017.3,False,22.0,80,1.9,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:49:44.785000,17.3,36.0,1017.2,False,21.9,102,2.6,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:50:44.788000,17.3,37.0,1017.2,False,21.8,70,2.3,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:51:44.788000,17.3,37.0,1017.3,False,21.9,73,2.2,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:52:44.782000,17.3,37.0,1017.3,False,21.9,101,1.5,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:53:44.805000,17.2,37.0,1017.3,False,21.8,118,1.8,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:54:44.806000,17.2,37.0,1017.2,False,21.7,84,2.1,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:55:44.802000,17.3,37.0,1017.2,False,21.6,101,2.4,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:56:44.822000,17.3,37.0,1017.3,False,21.5,67,3.2,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:57:44.840000,17.2,37.0,1017.2,False,21.5,92,2.8,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:58:44.855000,17.3,37.0,1017.2,False,21.5,92,2.8,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:59:44.859000,17.3,37.0,1017.2,False,21.4,111,3.1,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:00:44.863000,17.3,37.0,1017.3,False,21.4,65,2.3,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:01:44.878000,17.3,38.0,1017.3,False,21.5,110,1.6,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:02:44.897000,17.3,38.0,1017.3,False,21.5,86,2.0,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:03:44.900000,17.4,37.0,1017.2,False,21.5,94,2.2,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:04:44.903000,17.4,37.0,1017.3,False,21.5,95,2.2,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:05:44.902000,17.4,37.0,1017.3,False,21.4,59,2.5,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:06:44.902000,17.4,36.0,1017.4,False,21.5,105,2.8,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:07:44.905000,17.3,34.0,1017.4,False,21.3,75,3.0,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:08:44.893000,17.4,34.0,1017.3,False,21.3,88,2.9,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:09:44.909000,17.3,34.0,1017.4,False,21.3,76,2.7,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:10:44.909000,17.3,34.0,1017.4,False,21.3,76,2.7,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:11:44.906000,17.4,35.0,1017.4,False,21.2,112,1.8,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:12:44.909000,17.4,35.0,1017.5,False,21.2,41,1.3,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:13:44.916000,17.3,35.0,1017.5,False,21.2,41,1.3,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:14:44.941000,17.3,36.0,1017.4,False,21.3,89,2.2,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:15:44.951000,17.3,36.0,1017.4,False,21.2,71,3.0,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:16:44.960000,17.4,36.0,1017.4,False,21.1,72,1.4,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:17:44.957000,17.4,36.0,1017.5,False,21.2,120,1.6,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:18:44.970000,17.4,36.0,1017.4,False,21.2,93,1.7,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:19:44.977000,17.3,36.0,1017.4,False,21.1,67,1.7,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:20:44.979000,17.3,36.0,1017.6,False,21.2,91,2.9,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 01:21:44.979000,17.3,36.0,1017.6,False,21.1,66,1.2,1,Bahrain Grand Prix,FP2,2024-03-02
0 days 00:00:49.898000,20.6,30.0,1017.6,False,35.2,62,2.6,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:01:49.895000,20.6,30.0,1017.7,False,35.1,83,3.4,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:02:49.949000,20.6,30.0,1017.6,False,35.0,61,2.8,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:03:49.895000,20.5,30.0,1017.7,False,34.9,37,2.9,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:04:49.895000,20.5,31.0,1017.7,False,34.8,44,3.7,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:05:49.899000,20.5,31.0,1017.4,False,34.3,45,2.2,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:06:49.909000,20.5,31.0,1017.5,False,34.3,41,3.7,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:07:49.904000,20.5,31.0,1017.5,False,34.3,49,3.3,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:08:49.905000,20.5,32.0,1017.6,False,34.3,67,2.9,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:09:49.904000,20.5,32.0,1017.6,False,34.3,55,2.7,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:10:49.903000,20.4,32.0,1017.6,False,34.1,55,2.8,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:11:49.900000,20.4,33.0,1017.6,False,34.0,60,2.8,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:12:49.907000,20.4,33.0,1017.6,False,33.7,42,2.3,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:13:49.907000,20.4,33.0,1017.6,False,34.1,65,2.8,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:14:49.903000,20.5,33.0,1017.5,False,33.9,62,2.6,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:15:49.901000,20.5,33.0,1017.5,False,34.0,82,3.4,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:16:49.911000,20.4,33.0,1017.6,False,34.0,78,1.9,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:17:49.911000,20.4,33.0,1017.6,False,34.0,51,2.3,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:18:49.900000,20.4,33.0,1017.5,False,34.1,61,2.5,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:19:49.896000,20.5,33.0,1017.6,False,33.9,57,2.7,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:20:49.911000,20.4,33.0,1017.6,False,33.7,46,3.2,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:21:49.901000,20.4,34.0,1017.6,False,33.6,52,2.6,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:22:49.914000,20.4,33.0,1017.6,False,33.4,61,3.0,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:23:49.917000,20.4,32.0,1017.6,False,33.3,52,2.7,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:24:49.907000,20.5,33.0,1017.6,False,33.1,49,3.5,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:25:49.906000,20.5,33.0,1017.6,False,33.0,45,3.2,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:26:49.917000,20.4,34.0,1017.7,False,32.8,48,4.0,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:27:49.915000,20.3,35.0,1017.6,False,32.8,64,3.0,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:28:49.920000,20.3,35.0,1017.6,False,32.7,53,3.5,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:29:49.897000,20.3,35.0,1017.6,False,32.7,43,3.1,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:30:49.919000,20.3,33.0,1017.6,False,32.7,64,4.0,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:31:49.914000,20.3,33.0,1017.7,False,32.2,51,3.6,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:32:49.919000,20.2,35.0,1017.8,False,32.2,48,3.0,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:33:49.922000,20.3,35.0,1017.6,False,32.3,43,1.8,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:34:49.922000,20.2,35.0,1017.7,False,32.4,28,3.4,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:35:49.923000,20.3,36.0,1017.7,False,32.4,41,2.3,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:36:49.923000,20.3,36.0,1017.6,False,32.3,53,3.5,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:37:49.932000,20.3,36.0,1017.7,False,32.2,75,2.6,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:38:49.924000,20.3,36.0,1017.8,False,32.1,60,3.4,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:39:49.923000,20.3,36.0,1017.7,False,31.9,45,2.9,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:40:49.926000,20.2,36.0,1017.7,False,31.9,46,2.4,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:41:49.956000,20.3,36.0,1017.8,False,31.9,41,2.8,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:42:49.958000,20.4,36.0,1017.7,False,32.3,42,1.8,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:43:49.981000,20.4,37.0,1017.7,False,32.0,47,2.3,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:44:50.001000,20.4,37.0,1017.7,False,31.9,57,2.6,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:45:50.013000,20.3,37.0,1017.8,False,31.9,70,1.8,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:46:50.028000,20.3,37.0,1017.8,False,31.6,50,2.6,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:47:50.020000,20.3,37.0,1017.7,False,31.6,49,2.9,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:48:50.025000,20.3,38.0,1017.8,False,31.6,48,3.1,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:49:50.037000,20.3,38.0,1017.8,False,31.5,43,2.2,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:50:50.051000,20.3,38.0,1017.8,False,31.3,47,3.3,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:51:50.046000,20.2,38.0,1017.7,False,31.2,44,2.4,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:52:50.044000,20.2,38.0,1017.8,False,31.2,43,2.5,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:53:50.056000,20.3,38.0,1017.7,False,31.0,37,3.2,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:54:50.059000,20.2,39.0,1017.8,False,31.0,58,3.2,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:55:50.057000,20.2,39.0,1017.8,False,30.9,54,2.7,1,Bahrain Grand Prix,FP3,2024-03-02
0 days 00:56:50.050000,20.2,39.0,1017.7,False,31.0,77,2.4,1,Bahrain Grand Prix,FP3,2024-03-02
