GP,Driver,Stint,Compound,StintLength,AirTemp,TrackTemp,FreshTyre,RaceProgress,YellowLaps,SCLaps,VSCLaps,RedFlagLaps,CircuitType_x,TrackLength_x,CircuitType_y,TrackLength_y,CircuitType,TrackLength,TrackAbrasiveness
Hungarian Grand Prix,TSU,3,MEDIUM,25,28.44193548387097,45.68387096774194,1,0.6428571428571429,1,0,0,0,Permanent,4.381,Permanent,4.381,Permanent,4.381,Medium
Hungarian Grand Prix,VER,1,MEDIUM,26,27.494444444444444,46.58055555555556,0,0.0142857142857142,1,0,0,0,Permanent,4.381,Permanent,4.381,Permanent,4.381,Medium
Hungarian Grand Prix,VER,2,HARD,28,27.6046511627907,46.593023255813954,1,0.3428571428571428,0,0,0,0,Permanent,4.381,Permanent,4.381,Permanent,4.381,Medium
Hungarian Grand Prix,VER,3,MEDIUM,22,27.41333333333333,42.833333333333336,0,0.7428571428571429,1,0,0,0,Permanent,4.381,Permanent,4.381,Permanent,4.381,Medium
Hungarian Grand Prix,ZHO,1,MEDIUM,13,26.59,43.515,0,0.0142857142857142,1,0,0,0,Permanent,4.381,Permanent,4.381,Permanent,4.381,Medium
Hungarian Grand Prix,ZHO,2,HARD,33,28.365714285714283,47.22285714285714,0,0.1571428571428571,0,0,0,0,Permanent,4.381,Permanent,4.381,Permanent,4.381,Medium
Hungarian Grand Prix,ZHO,3,HARD,36,28.79714285714285,46.24,0,0.5571428571428572,1,0,0,0,Permanent,4.381,Permanent,4.381,Permanent,4.381,Medium
Italian Grand Prix,ALB,1,MEDIUM,18,29.673333333333336,43.44666666666667,0,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,ALB,2,HARD,39,29.94166666666667,42.68055555555556,0,0.3137254901960784,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,ALO,1,MEDIUM,21,29.742857142857144,43.58095238095238,1,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,ALO,2,HARD,33,29.953333333333333,42.43333333333333,0,0.4313725490196078,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,BOT,1,HARD,28,29.764,43.572,0,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,BOT,2,MEDIUM,28,29.968000000000004,42.28,0,0.5098039215686274,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,GAS,1,MEDIUM,10,29.56,43.36,1,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,GAS,2,HARD,24,29.8904761904762,43.46666666666666,0,0.2156862745098039,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,GAS,3,MEDIUM,19,30.00526315789474,42.04210526315789,1,0.6274509803921569,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,HAM,1,HARD,30,29.77777777777778,43.55555555555556,0,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,HAM,2,MEDIUM,24,29.97083333333333,42.175,1,0.5490196078431373,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,HUL,1,MEDIUM,17,29.65714285714285,43.44285714285714,0,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,HUL,2,HARD,30,29.892,43.20399999999999,0,0.2941176470588235,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,HUL,3,MEDIUM,14,30.063636363636363,41.64545454545455,0,0.7843137254901961,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,LAW,1,MEDIUM,16,29.63076923076923,43.42307692307692,0,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,LAW,2,HARD,23,29.87,43.37,0,0.2745098039215686,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,LAW,3,MEDIUM,20,30.029411764705884,41.99411764705882,0,0.6666666666666666,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,LEC,1,MEDIUM,20,29.73,43.555,1,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,LEC,2,HARD,31,29.958064516129035,42.50967741935484,1,0.4117647058823529,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,MAG,1,HARD,16,29.60833333333333,43.333333333333336,0,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,MAG,2,MEDIUM,21,29.88571428571429,43.37619047619047,1,0.2549019607843137,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,MAG,3,MEDIUM,17,30.023529411764702,41.99411764705882,1,0.6666666666666666,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,NOR,1,MEDIUM,22,29.745454545454542,43.58181818181818,1,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,NOR,2,HARD,33,29.95172413793104,42.393103448275866,0,0.4509803921568627,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,OCO,1,MEDIUM,24,29.7625,43.57083333333333,1,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,OCO,2,HARD,18,29.87333333333333,42.78,0,0.4901960784313725,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,PER,1,MEDIUM,21,29.73809523809524,43.58571428571428,1,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,PER,2,HARD,30,29.956666666666667,42.46,1,0.4313725490196078,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,PIA,1,MEDIUM,23,29.752173913043475,43.582608695652176,1,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,PIA,2,HARD,23,29.90555555555555,42.827777777777776,0,0.4705882352941176,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,PIA,3,MEDIUM,12,30.03333333333333,41.388888888888886,0,0.8235294117647058,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,RUS,1,MEDIUM,19,29.71052631578948,43.52105263157895,1,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,RUS,2,HARD,35,29.95,42.55,0,0.392156862745098,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,SAI,1,MEDIUM,19,29.71578947368421,43.51052631578948,1,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,SAI,2,HARD,32,29.95625,42.565625,1,0.392156862745098,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,SAR,1,MEDIUM,17,29.65714285714285,43.44285714285714,0,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,SAR,2,HARD,39,29.938888888888886,42.74444444444444,0,0.2941176470588235,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,STR,1,MEDIUM,20,29.73,43.545,1,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,STR,2,HARD,34,29.95,42.47666666666667,0,0.4117647058823529,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,VER,1,MEDIUM,20,29.73,43.555,1,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,VER,2,HARD,31,29.95483870967742,42.50645161290323,1,0.4117647058823529,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,ZHO,1,MEDIUM,11,29.59090909090909,43.35454545454545,1,0.0196078431372549,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,ZHO,2,HARD,25,29.877272727272725,43.37272727272728,0,0.2352941176470588,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Italian Grand Prix,ZHO,3,MEDIUM,17,30.029411764705884,42.00588235294118,1,0.6666666666666666,0,0,0,0,Permanent,5.793,Permanent,5.793,Permanent,5.793,Medium
Japanese Grand Prix,ALB,2,MEDIUM,12,27.200000000000003,43.02222222222222,1,0.0943396226415094,1,0,1,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,ALB,3,SOFT,13,27.325,41.325,1,0.2830188679245283,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,ALO,1,SOFT,14,27.1375,43.0875,0,0.0188679245283018,1,1,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,ALO,2,HARD,14,27.32857142857143,41.971428571428575,1,0.2264150943396226,1,0,2,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,ALO,3,HARD,28,27.260714285714283,37.45,1,0.490566037735849,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,BOT,2,SOFT,5,27.15,42.9,1,0.0943396226415094,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,GAS,1,MEDIUM,18,27.228571428571428,43.02857142857143,1,0.0943396226415094,1,0,2,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,GAS,2,HARD,16,27.35625,39.41875,1,0.3584905660377358,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,GAS,3,HARD,19,27.21052631578948,37.00526315789474,1,0.660377358490566,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,HAM,1,MEDIUM,16,27.200000000000003,43.1,1,0.0188679245283018,2,1,1,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,HAM,2,HARD,18,27.35,39.86666666666667,1,0.320754716981132,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,HAM,3,HARD,19,27.22631578947368,37.06842105263158,1,0.660377358490566,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,HUL,1,SOFT,8,27.15,42.775,1,0.0943396226415094,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,HUL,2,MEDIUM,13,27.26923076923077,42.83076923076923,1,0.1698113207547169,1,0,2,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,HUL,3,HARD,16,27.35,38.5875,1,0.4150943396226415,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,HUL,4,MEDIUM,15,27.206666666666667,36.92666666666666,1,0.7169811320754716,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,LAW,1,SOFT,10,27.12857142857143,43.05714285714286,1,0.0188679245283018,1,1,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,LAW,2,MEDIUM,15,27.32,42.04666666666667,1,0.2075471698113207,1,0,2,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,LAW,3,HARD,27,27.27037037037037,37.49629629629629,1,0.490566037735849,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,LEC,1,MEDIUM,17,27.207142857142856,43.10714285714285,1,0.0188679245283018,2,1,1,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,LEC,2,MEDIUM,17,27.35882352941176,39.80588235294118,1,0.3396226415094339,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,LEC,3,HARD,19,27.22631578947368,37.06842105263158,1,0.660377358490566,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,MAG,1,MEDIUM,12,27.175,43.025,1,0.0943396226415094,1,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,MAG,2,HARD,19,27.32631578947369,40.752631578947366,1,0.2452830188679245,0,0,2,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,MAG,3,HARD,21,27.23333333333333,37.15238095238095,1,0.6037735849056604,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,NOR,1,MEDIUM,17,27.192857142857143,43.12857142857143,1,0.0188679245283018,2,1,1,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,NOR,2,HARD,19,27.35263157894737,39.55789473684211,1,0.3396226415094339,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,NOR,3,HARD,17,27.22941176470588,37.05294117647059,1,0.6981132075471698,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,OCO,2,HARD,27,27.28333333333333,41.925,1,0.0943396226415094,1,0,2,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,OCO,3,HARD,25,27.248,37.276,1,0.5471698113207547,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,PER,1,MEDIUM,1,27.0,43.9,1,0.0188679245283018,1,1,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,PER,2,HARD,10,27.175,43.025,1,0.0943396226415094,1,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,PER,5,SOFT,7,27.3,37.2,0,0.2830188679245283,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,PIA,1,MEDIUM,13,27.18,43.12,1,0.0188679245283018,2,1,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,PIA,2,HARD,22,27.34090909090909,40.3,1,0.2641509433962264,0,0,1,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,PIA,3,HARD,18,27.22777777777777,37.05555555555556,1,0.6792452830188679,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,RUS,1,MEDIUM,24,27.24761904761905,42.62380952380953,1,0.0188679245283018,2,1,1,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,RUS,2,HARD,29,27.282758620689656,37.55862068965517,1,0.4716981132075472,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,SAI,1,MEDIUM,18,27.21333333333333,43.086666666666666,1,0.0188679245283018,2,1,1,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,SAI,2,MEDIUM,20,27.35,39.22,1,0.3584905660377358,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,SAI,3,HARD,15,27.21333333333333,36.92,1,0.7358490566037735,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,SAR,2,MEDIUM,5,27.2,43.0,0,0.0943396226415094,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,SAR,3,MEDIUM,16,27.24,42.873333333333335,1,0.1320754716981132,1,0,2,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,SAR,4,HARD,1,27.4,40.4,1,0.4150943396226415,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,STR,1,SOFT,14,27.21,43.03,1,0.0943396226415094,1,0,2,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,STR,2,MEDIUM,6,27.266666666666666,42.8,1,0.2830188679245283,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,TSU,1,SOFT,12,27.116666666666664,42.98333333333333,0,0.0188679245283018,1,1,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,TSU,2,MEDIUM,21,27.323809523809523,41.285714285714285,1,0.1886792452830188,1,0,2,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,TSU,3,HARD,22,27.25,37.25454545454546,1,0.5849056603773585,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,VER,1,MEDIUM,16,27.184615384615384,43.12307692307692,1,0.0188679245283018,2,1,1,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,VER,2,MEDIUM,21,27.342857142857145,39.642857142857146,1,0.320754716981132,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,VER,3,HARD,16,27.225,36.99375,1,0.7169811320754716,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,ZHO,2,SOFT,9,27.15,42.91666666666666,1,0.0943396226415094,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,ZHO,3,SOFT,19,27.32631578947369,41.32105263157895,1,0.2075471698113207,1,0,2,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Japanese Grand Prix,ZHO,4,HARD,23,27.247826086956525,37.29130434782609,1,0.5660377358490566,0,0,0,0,Permanent,5.807,Permanent,5.807,Permanent,5.807,High
Las Vegas Grand Prix,ALB,1,MEDIUM,17,17.355,17.419999999999998,0,0.0172413793103448,5,6,4,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,ALB,2,HARD,27,17.71875,17.66875,1,0.293103448275862,3,7,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,ALB,3,HARD,15,17.538888888888888,17.56666666666667,1,0.7586206896551724,2,0,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,ALO,1,MEDIUM,12,17.1625,17.31875,1,0.0172413793103448,3,6,4,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,ALO,2,HARD,25,17.815384615384616,17.61923076923077,0,0.2241379310344827,2,5,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,ALO,3,HARD,23,17.351724137931033,17.53793103448276,0,0.6379310344827587,3,1,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,BOT,1,HARD,29,17.542105263157897,17.650000000000002,1,0.0172413793103448,6,13,5,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,BOT,2,MEDIUM,28,17.59142857142857,17.682857142857145,1,0.5172413793103449,4,2,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,GAS,1,MEDIUM,17,17.2,17.4375,1,0.0172413793103448,6,8,5,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,GAS,2,HARD,15,17.518181818181816,17.813636363636366,1,0.3103448275862069,2,10,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,GAS,3,HARD,26,17.33888888888889,17.59166666666667,1,0.5689655172413793,4,0,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,HAM,1,MEDIUM,15,17.44,17.64,1,0.0172413793103448,4,6,5,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,HAM,2,HARD,20,17.73913043478261,17.63478260869565,1,0.2758620689655172,1,5,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,HAM,3,HARD,23,17.2,17.57027027027027,1,0.6206896551724138,4,0,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,HUL,1,MEDIUM,13,17.16,17.555,1,0.0172413793103448,3,8,5,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,HUL,2,HARD,20,17.606896551724137,17.83103448275862,1,0.2413793103448276,2,5,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,HUL,3,HARD,25,17.63448275862069,17.617241379310347,1,0.5862068965517241,2,0,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,LEC,1,MEDIUM,17,17.363636363636363,17.490909090909092,1,0.0172413793103448,5,6,5,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,LEC,2,HARD,18,17.663636363636364,17.686363636363637,1,0.3103448275862069,1,7,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,LEC,3,HARD,23,16.68936170212766,17.27872340425532,1,0.6206896551724138,5,0,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,MAG,1,MEDIUM,5,16.80625,17.91875,1,0.0172413793103448,3,7,6,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,MAG,2,HARD,17,17.719047619047622,17.738095238095237,1,0.1034482758620689,2,3,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,MAG,3,HARD,35,17.623255813953488,17.672093023255815,1,0.396551724137931,4,3,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,NOR,1,MEDIUM,14,17.235,17.53,1,0.0172413793103448,1,0,5,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,NOR,2,HARD,19,17.813636363636363,17.70909090909091,1,0.2586206896551724,0,0,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,NOR,3,HARD,25,17.675,17.592857142857145,1,0.5862068965517241,0,0,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,OCO,1,MEDIUM,15,17.12272727272727,17.431818181818183,1,0.0172413793103448,6,8,5,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,OCO,2,HARD,43,17.802127659574467,17.629787234042553,1,0.2758620689655172,4,7,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,PER,1,MEDIUM,17,17.47826086956522,17.704347826086956,1,0.0172413793103448,4,7,5,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,PER,2,HARD,25,17.605882352941176,17.741176470588236,1,0.3103448275862069,3,5,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,PER,3,HARD,16,17.44090909090909,17.681818181818183,1,0.7413793103448276,3,0,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,PIA,1,MEDIUM,13,17.394444444444446,17.605555555555554,1,0.0172413793103448,4,6,5,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,PIA,2,HARD,23,17.733333333333334,17.674074074074074,1,0.2413793103448276,2,7,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,PIA,3,HARD,22,17.25151515151515,17.612121212121213,1,0.6379310344827587,4,2,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,RIC,1,MEDIUM,7,16.905,17.93,1,0.0172413793103448,3,9,6,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,RIC,2,HARD,24,17.67096774193548,17.770967741935483,1,0.1379310344827586,3,5,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,RIC,3,HARD,27,17.31282051282051,17.617948717948718,1,0.5517241379310345,5,0,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,RUS,1,MEDIUM,14,17.384999999999998,17.705000000000002,1,0.0172413793103448,5,6,6,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,RUS,2,HARD,20,17.68,17.72,1,0.2586206896551724,1,8,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,RUS,3,HARD,24,16.88888888888889,17.211111111111112,1,0.603448275862069,3,0,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,SAI,1,HARD,23,17.525,17.803125,1,0.0172413793103448,5,9,6,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,SAI,2,HARD,33,17.67948717948718,17.661538461538463,1,0.4137931034482758,3,5,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,SAI,3,SOFT,1,16.82,18.365,1,0.9827586206896552,3,0,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,SAR,1,MEDIUM,16,17.36818181818182,17.745454545454546,0,0.0172413793103448,5,8,5,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,SAR,2,HARD,26,17.675,17.7,1,0.2758620689655172,3,7,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,SAR,3,HARD,17,16.487096774193546,16.9741935483871,1,0.7241379310344828,3,1,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,STR,1,HARD,23,17.344827586206897,17.482758620689655,0,0.0172413793103448,7,8,5,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,STR,2,HARD,21,17.482142857142858,17.760714285714286,0,0.396551724137931,1,6,1,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,STR,3,MEDIUM,16,16.46764705882353,17.16470588235294,1,0.7413793103448276,3,3,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,TSU,1,MEDIUM,22,17.484375,17.790625,1,0.0172413793103448,5,9,6,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,TSU,2,HARD,36,17.709756097560973,17.63170731707317,1,0.396551724137931,3,5,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,VER,1,MEDIUM,16,17.485,17.6,1,0.0172413793103448,4,5,5,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,VER,2,HARD,27,17.61081081081081,17.754054054054052,1,0.293103448275862,2,7,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
Las Vegas Grand Prix,VER,3,HARD,15,17.53333333333333,17.572222222222223,1,0.7586206896551724,3,0,0,0,Street,6.201,Street,6.201,Street,6.201,VeryLow
